steam_addr,sh4_pc,confidence,evidence,method,steam_name,sh4_label,bank,sh4_role,score,runner_up,steam_ninsn,sh4_ninsn
0x140748870,0x8c05bac8,medium,k:84#4(9.9) kl:84#-1(7.9) ko:84(4.2),fingerprint+callgraph,FUN_140748870,loc_8c05bac8,bank05,,21.97,runner-up: sh4 0x8c05bebc(4.2) / steam 0x14034a9b0(14.0),34,75
0x1407489f0,0x8c05b440,high,b:324e5(9.2) b:324e1(8.8) b:3ce6(8.6) b:324e0(6.3) c:1000(4.6) d:5a2(2.9) d:5fc(2.6),fingerprint,FUN_1407489f0,loc_8c05b440,bank05,,43.11,runner-up: sh4 0x8c047758(29.5) / steam 0x14061f030(25.6),182,133
0x140748d10,0x8c05b608,medium,k:84#2(9.9) kl:84#-3(7.9) ko:84(4.2),fingerprint+callgraph,FUN_140748d10,loc_8c05b608,bank05,,21.97,runner-up: sh4 0x8c05bebc(4.2) / steam 0x14025e030(10.1),15,29
0x1407491d0,0x8c10235c,high,kl:355#-2(7.9) kl:253#-1(7.9) kl:109#-3(7.9) ko:355(4.7) ko:253(4.7) ko:162(4.6) ko:109(4.5),fingerprint+callgraph,FUN_1407491d0,loc_8c10235c,bank10,,42.2,runner-up: sh4 0x8c1294c8(29.0) / steam 0x1401326e0(5.8),215,343
0x140749560,0x8c1021c2,medium,sw:395#0#0(9.9) kl:395#-4(7.9) ko:395(4.2),fingerprint+callgraph,FUN_140749560,loc_8c1021c2,bank10,,21.99,runner-up: sh4 0x8c102046(14.1) / steam 0x140749760(9.5),62,92
0x140749670,0x8c102046,medium,sw:395#0#1(9.9) kl:395#-3(7.9) ko:395(4.2) d:90(1.2) d:74(1.2) d:6c(1.0) d:58(1.0) d:70(0.9),fingerprint+callgraph,FUN_140749670,loc_8c102046,bank10,,27.84,runner-up: sh4 0x8c101eb0(18.7) / steam 0x140749560(14.1),52,91
0x140749760,0x8c101eb0,medium,sw:395#0#2(9.9) kl:395#-2(7.9) ko:395(4.2) d:94(1.4) d:98(1.2) d:74(1.2) d:9c(1.1) d:6c(1.0),fingerprint+callgraph,FUN_140749760,loc_8c101eb0,bank10,,29.99,runner-up: sh4 0x8c101c6c(22.1) / steam 0x140749670(18.7),70,127
0x1407498b0,0x8c101c6c,medium,sw:395#0#3(9.9) kl:395#-1(7.9) ko:395(4.2) d:8c(1.5) d:94(1.4) d:90(1.2) d:74(1.2) d:9c(1.1),fingerprint+callgraph,FUN_1407498b0,loc_8c101c6c,bank10,,29.99,runner-up: sh4 0x8c024b60(21.1) / steam 0x140749760(22.1),106,190
0x140749bb0,0x8c04dd94,low,c:412b6db6(7.2) b:690e(6.6) b:690d(6.6) c:bf4db6db(4.6) r:357(4.1) d:88(0.9) d:7c(0.8),fingerprint+callgraph,FUN_140749bb0,loc_8c04dd94,bank04,,30.73,runner-up: sh4 0x8c04db70(26.6) / steam 0x1406f3710(19.5),20,40
0x140749f40,0x8c04e28a,low,r:44(4.4) r:141(4.0) r:299(3.1) r:161(1.4),fingerprint+callgraph,caseD_3b,loc_8c04e28a,bank04,,12.95,runner-up: sh4 0x8c04da8c(9.0) / steam 0x14012f3a0(9.1),38,61
0x14074a000,0x8c04e1fc,low,c:40892492(5.8) r:44(4.5) r:328(4.4) r:357(4.1) r:299(3.2) r:161(1.4) d:7c(0.8),fingerprint+callgraph,caseD_3a,loc_8c04e1fc,bank04,,24.24,runner-up: sh4 0x8c04d524(18.4) / steam 0x14074a540(20.8),33,71
0x14074afd0,0x8c04e664,low,r:44(4.4) r:141(3.9) r:161(1.4) d:7c(0.8) d:54(0.7),fingerprint+callgraph,caseD_5,loc_8c04e664,bank04,,11.21,runner-up: sh4 0x8c04e28a(9.7) / steam 0x140749f40(9.7),33,50
0x14074b050,0x8c04e5e2,low,c:1000(4.7) r:299(3.2) r:304(3.0) r:314(2.5) d:54(0.7),fingerprint+callgraph,caseD_4,loc_8c04e5e2,bank04,,14.04,runner-up: sh4 0x8c04e5a0(9.4) / steam 0x140076920(10.7),35,53
0x14074b0e0,0x8c04e4b4,low,c:bfbc9249(8.0) r:288(5.9) d:88(0.9) d:7c(0.8) d:84(0.8) d:78(0.7),fingerprint+callgraph,caseD_0,loc_8c04e4b4,bank04,,17.11,runner-up: sh4 0x8c04d064(5.6) / steam 0x1405d6480(14.9),8,20
0x14074b120,0x8c04e5a0,low,r:299(3.2) r:304(3.0) r:314(2.5) d:54(0.7),fingerprint+callgraph,caseD_3,loc_8c04e5a0,bank04,,9.38,runner-up: sh4 0x8c04e770(6.7) / steam 0x140697dc0(6.8),39,33
0x14074b740,0x8c04e98a,high,sw:401#5#0(9.9) k:401#5(9.9) kl:401#-3(7.9) ko:401(4.9) r:154(1.5),fingerprint+callgraph,FUN_14074b740,loc_8c04e98a,bank04,,34.06,runner-up: sh4 -(0.0) / steam 0x140775ff0(3.9),11,25
0x14074bec0,0x8c053f14,high,c:84000(9.9) c:200000(6.7) c:100000(6.5) c:3c00(6.3) c:300(5.7) c:c00(5.6) c:800(4.9) c:40092492(4.5),fingerprint,FUN_14074bec0,loc_8c053f14,bank05,,53.15,runner-up: sh4 0x8c054184(19.5) / steam 0x140699910(28.4),101,262
0x14074c200,0x8c054400,high,k:334#0(9.9) kl:334#-10(7.9) b:324e0(6.5) c:2000(4.9) ko:334(4.2) r:192(3.5) d:18e(2.5) d:12(1.8),fingerprint+callgraph,FUN_14074c200,loc_8c054400,bank05,,41.07,runner-up: sh4 0x8c047dec(13.8) / steam 0x140749df0(20.5),54,250
0x14074c870,0x8c054bb8,medium,c:700000(8.9) b:324e0(6.6) r:396(5.5) r:240(3.4) d:578(1.8),fingerprint+callgraph,FUN_14074c870,loc_8c054bb8,bank05,,26.22,runner-up: sh4 0x8c044390(20.1) / steam 0x140630830(20.1),87,302
0x14074ca10,0x8c055dfa,medium,sw:402#0#1(9.9) k:402#1(9.9) ko:402(4.4) d:578(1.8),fingerprint+callgraph,FUN_14074ca10,loc_8c055dfa,bank05,,25.88,runner-up: sh4 0x8c055e50(6.2) / steam 0x140661240(6.3),31,43
0x14074f330,0x8c101aa6,high,sw:365#0#0(9.9) k:365#0(9.9) kl:365#-14(7.9) ko:365(4.0),fingerprint+callgraph,FUN_14074f330,loc_8c101aa6,bank10,,31.58,runner-up: sh4 0x8c052dac(7.6) / steam 0x140624b60(4.0),106,18
0x14074fab0,0x8c107f1c,medium,sw:288#2#1(9.9) k:288#3(9.9) ko:288(4.5),fingerprint+callgraph,FUN_14074fab0,loc_8c107f1c,bank10,,24.21,runner-up: sh4 0x8c04f048(18.8) / steam 0x14060a180(12.4),93,22
0x140759040,0x8c060fbc,low,c:c1055555(7.3) c:42d55555(6.5) c:c0a00000(6.3) c:43092492(5.7) d:174(1.1) d:170(1.0) d:6c(1.0) d:58(1.0),fingerprint+callgraph,caseD_0,loc_8c060fbc,bank06,,33.38,runner-up: sh4 0x8c06581e(13.2) / steam 0x1407e0a90(28.9),95,287
0x140759240,0x8c061254,medium,sw:166#1#0(9.9) kl:166#-1(7.9) ko:166(4.6),fingerprint+callgraph,caseD_1,loc_8c061254,bank06,,22.36,runner-up: sh4 0x8c1294c8(14.5) / steam -(0.0),34,10
0x14075b090,0x8c062882,high,c:20203030(9.9) c:30305040(9.5) c:42a6aaaa(8.8) c:42d20000(8.0) c:20202020(7.8) c:43055555(7.4) c:43200000(6.5) c:42a00000(6.2),fingerprint,caseD_1c,loc_8c062882,bank06,,72.06,runner-up: sh4 0x8c06fb94(20.3) / steam 0x1407a7880(27.6),220,499
0x14075b570,0x8c0635a0,high,c:60003030(9.5) c:42a00000(6.2) c:40092492(4.5) r:214(3.7) d:180(1.6) r:154(1.5) d:174(1.1) d:170(1.0),fingerprint+callgraph,caseD_22,loc_8c0635a0,bank06,,33.47,runner-up: sh4 0x8c073b62(17.8) / steam 0x1407a7880(24.0),107,183
0x14075e4c0,0x8c064cb8,low,c:fff7(8.6) c:403(8.6) c:fffb(8.3) c:fffd(7.6) c:42d55555(6.6) c:fffe(6.5) c:42a00000(6.2) c:41d55555(6.0),fingerprint+callgraph,caseD_26,loc_8c064cb8,bank06,,71.93,runner-up: sh4 0x8c064430(60.2) / steam 0x14070ba60(36.5),531,269
0x14075e4c0,0x8c064a0a,low,inlined into caseD_26 (covers 100% of strong tokens): c:403,inlined,caseD_26,loc_8c064a0a,bank06,,0,,531,39
0x14075ef90,0x8c065232,high,c:c3555555(8.2) c:43555555(7.4) c:432b6db6(6.1) d:8c(1.5) d:64(1.3) d:174(1.1) d:80(1.0) d:170(1.0),fingerprint,caseD_0,loc_8c065232,bank06,,29.68,runner-up: sh4 0x8c04c9f0(15.1) / steam 0x14012f3a0(18.8),207,179
0x140760210,0x8c066de2,high,c:c1735555(9.9) c:41735555(9.9) c:4262aaaa(8.8) c:c262aaaa(8.6) c:42d64924(7.9) d:578(1.7) d:174(1.1) d:170(1.0),fingerprint,caseD_0,loc_8c066de2,bank06,,50.93,runner-up: sh4 0x8c06650c(29.4) / steam 0x14068e160(28.7),60,153
0x140761220,0x8c067b18,low,c:179(8.5) c:424db6db(6.9) r:81(2.6),fingerprint+callgraph,FUN_140761220,loc_8c067b18,bank06,,18.03,runner-up: sh4 0x8c067a94(15.4) / steam 0x1407ac9e0(9.5),34,130
0x140761ba0,0x8c0671f6,medium,c:4422db6d(9.9) c:3e092492(8.1) b:6914(7.0) c:43700000(6.9) c:c0092492(6.8) c:40cdb6db(6.7) c:c1200000(6.2) c:bf892492(6.0),fingerprint,caseD_0,loc_8c0671f6,bank06,,75.5,runner-up: sh4 0x8c0678fc(32.0) / steam 0x1406f4d00(59.2),638,767
0x140761bb0,0x8c0678fc,high,c:503(8.8) c:404db6db(8.3) c:3e092492(8.3) d:88(0.9) d:7c(0.8) d:34(0.8) d:78(0.7) d:54(0.7),fingerprint+callgraph,caseD_7,loc_8c0678fc,bank06,,29.79,runner-up: sh4 0x8c067dc0(21.0) / steam 0x14078d0d0(15.4),52,175
0x140761bb0,0x8c06717c,low,inlined into caseD_7 (covers 100% of strong tokens): c:503,inlined,caseD_7,loc_8c06717c,bank06,,0,,52,28
0x1407645d0,0x8c0695c4,high,c:42fd5555(9.2) c:42f6aaaa(9.2) c:4391b6db(9.0) c:43610000(9.0) c:42e95555(9.0) c:43586db6(8.8) c:42c15555(8.8) c:43676db6(8.6),fingerprint,FUN_1407645d0,loc_8c0695c4,bank06,,120.35,runner-up: sh4 0x8c0694c4(68.3) / steam 0x140792e30(26.4),98,140
0x1407645d0,0x8c0694c4,medium,inlined into FUN_1407645d0 (covers 86% of strong tokens): c:42a00000 c:42c15555 c:42f6aaaa c:42fd5555 c:4304db6d c:43586db6 c:43676db6 c:43892492,inlined,FUN_1407645d0,loc_8c0694c4,bank06,,0,,98,60
0x1407650b0,0x8c069966,low,c:602(9.2) r:6(2.2) d:18(0.6),fingerprint,FUN_1407650b0,loc_8c069966,bank06,,12.02,runner-up: sh4 0x8c068f50(6.4) / steam -(0.0),22,66
0x140765100,0x8c069ba6,high,c:4340db6d(9.0) c:43654924(8.5) c:1600(8.4) c:c2baaaaa(8.3) c:c2820000(8.3) b:3cd4(6.8) r:6(2.2) d:174(1.1),fingerprint,caseD_4,loc_8c069ba6,bank06,,57.71,runner-up: sh4 0x8c0779b6(22.8) / steam 0x1407913a0(26.9),122,209
0x140765f60,0x8c06a2d6,medium,b:2eee4(8.0) c:700(7.9) r:6(2.2) d:18(0.6),fingerprint,FUN_140765f60,loc_8c06a2d6,bank06,,18.74,runner-up: sh4 0x8c06a4f0(10.9) / steam 0x14076fda0(11.6),40,48
0x140766230,0x8c06a4f0,medium,c:701(9.2) b:2eee4(8.0) r:6(2.2) d:18(0.6),fingerprint,FUN_140766230,loc_8c06a4f0,bank06,,20.07,runner-up: sh4 0x8c0626a8(10.9) / steam 0x14076c1a0(12.7),35,44
0x140766440,0x8c06a6fa,medium,c:702(8.5) b:2eee4(8.0) r:6(2.2) d:18(0.6),fingerprint,FUN_140766440,loc_8c06a6fa,bank06,,19.37,runner-up: sh4 0x8c06a966(11.3) / steam 0x140766500(12.0),36,49
0x140766500,0x8c06a798,medium,c:702(8.5) c:42ab6db6(7.7) d:174(1.1) d:170(1.0) d:6c(1.0) d:70(0.9) d:34(0.8) d:38(0.8),fingerprint,caseD_8,loc_8c06a798,bank06,,24.19,runner-up: sh4 0x8c07ea54(12.4) / steam 0x1407f3570(15.7),108,106
0x140766500,0x8c06a966,low,inlined into caseD_8 (covers 100% of strong tokens): c:702,inlined,caseD_8,loc_8c06a966,bank06,,0,,108,49
0x140766fb0,0x8c06ab9a,medium,c:c22d5555(8.1) c:432b6db6(6.1) d:1a1(1.7) d:180(1.6) r:154(1.5) d:174(1.1) d:170(1.0) d:6c(1.0),fingerprint+callgraph,caseD_8,loc_8c06ab9a,bank06,,23.67,runner-up: sh4 0x8c07ad94(15.6) / steam 0x14012f3a0(18.3),128,248
0x140767680,0x8c06b190,low,c:1510(9.9) r:148(2.6) d:174(1.1),fingerprint+callgraph,caseD_9,loc_8c06b190,bank06,,13.59,runner-up: sh4 -(0.0) / steam 0x14059c980(11.5),88,92
0x140768300,0x8c06bb36,low,ko:293(4.7) r:161(1.4) d:170(1.0) d:7c(0.8) d:34(0.8) d:78(0.7) d:54(0.7) d:50(0.6),fingerprint+callgraph,caseD_2,loc_8c06bb36,bank06,,10.77,runner-up: sh4 0x8c06b800(4.7) / steam -(0.0),28,51
0x1407685e0,0x8c06ba36,low,c:901(7.6) r:148(2.6) r:154(1.5) d:7c(0.8) d:34(0.8) d:20(0.7) d:78(0.7) d:54(0.7),fingerprint+callgraph,caseD_1,loc_8c06ba36,bank06,,16.61,runner-up: sh4 0x8c06bba2(11.1) / steam 0x14036c1c0(14.2),76,107
0x1407685e0,0x8c06b800,low,inlined into caseD_1 (covers 100% of strong tokens): c:901,inlined,caseD_1,loc_8c06b800,bank06,,0,,76,27
0x1407687b0,0x8c06bcfc,high,c:c392aaaa(9.9) c:4392aaaa(9.9) c:c12b6db6(9.0) c:43cdb6db(8.1) c:bdd55555(6.8) c:3dd55555(6.8) c:be892492(6.6) c:c0d55555(5.7),fingerprint,caseD_4,loc_8c06bcfc,bank06,,76.51,runner-up: sh4 0x8c0659fc(19.5) / steam 0x1406714a0(31.3),133,175
0x140769d50,0x8c06cd0c,medium,c:40092492(4.5) c:3fd55555(4.3) d:193(2.9) r:148(2.6) d:18f(1.8) r:154(1.5) r:161(1.4) d:174(1.1),fingerprint+callgraph,caseD_1,loc_8c06cd0c,bank06,,22.33,runner-up: sh4 0x8c0647f8(13.3) / steam 0x14078f240(18.0),118,251
0x14076b690,0x8c06cf46,high,c:a00(8.2) c:40092492(4.5) c:3fd55555(4.3) r:6(2.2) d:174(1.1) d:54(0.7) d:50(0.6) d:18(0.6),fingerprint,FUN_14076b690,loc_8c06cf46,bank06,,22.12,runner-up: sh4 0x8c06cd0c(9.9) / steam 0x14036c1c0(14.1),40,134
0x140772420,0x8c070f2c,low,c:d02(8.4) r:199(2.7) r:148(2.6) r:161(1.4) d:7c(0.8) d:54(0.7),fingerprint+callgraph,caseD_0,loc_8c070f2c,bank07,,16.57,runner-up: sh4 0x8c070b8e(12.2) / steam 0x1407726a0(11.6),46,60
0x140772420,0x8c070bfa,low,inlined into caseD_0 (covers 100% of strong tokens): c:d02,inlined,caseD_0,loc_8c070bfa,bank07,,0,,46,39
0x140776230,0x8c071788,medium,c:c3200000(7.2) c:43200000(6.6) r:167(3.2) r:148(2.6) d:182(2.1) r:154(1.5) d:174(1.1) d:170(1.0),fingerprint+callgraph,caseD_10,loc_8c071788,bank07,,29.04,runner-up: sh4 0x8c061e9a(21.9) / steam 0x14077d530(21.9),101,139
0x140776400,0x8c07192e,low,c:e02(8.8) r:148(2.6) d:18f(1.8) r:161(1.4) d:185(1.1),fingerprint+callgraph,caseD_13,loc_8c07192e,bank07,,15.71,runner-up: sh4 0x8c071730(11.6) / steam 0x1400539e0(9.5),64,76
0x140776400,0x8c071730,low,inlined into caseD_13 (covers 100% of strong tokens): c:e02,inlined,caseD_13,loc_8c071730,bank07,,0,,64,34
0x140777ef0,0x8c072d52,low,c:640(9.5) r:148(2.6),fingerprint+callgraph,caseD_0,loc_8c072d52,bank07,,12.07,runner-up: sh4 -(0.0) / steam 0x14020ae30(9.5),15,23
0x140778dc0,0x8c073766,low,c:320(7.7) r:167(3.1) r:148(2.6),fingerprint+callgraph,caseD_2,loc_8c073766,bank07,,13.46,runner-up: sh4 0x8c049756(7.7) / steam 0x1408797c0(8.7),21,32
0x140778e10,0x8c073420,high,c:40ab6db6(8.1) c:c2555555(6.2) c:40d55555(5.7) c:3fd55555(4.3) r:267(3.6) d:180(1.6) d:174(1.1) d:170(1.0),fingerprint+callgraph,caseD_1,loc_8c073420,bank07,,35.92,runner-up: sh4 0x8c06bff0(23.8) / steam 0x1407e9bd0(24.3),113,185
0x140779030,0x8c073a46,medium,c:3d088889(8.2) c:3c23d70a(6.2) r:167(3.1) r:148(2.6) d:14c(1.7) r:161(1.4) d:170(1.0) d:6c(1.0),fingerprint+callgraph,caseD_4,loc_8c073a46,bank07,,27.43,runner-up: sh4 0x8c07a230(11.1) / steam 0x1406302a0(14.9),38,66
0x1407798a0,0x8c073e08,low,c:c04db6db(9.0) r:148(2.6) r:161(1.4) d:88(0.9) d:7c(0.8) d:78(0.7) d:54(0.7) d:50(0.6),fingerprint+callgraph,caseD_3,loc_8c073e08,bank07,,16.64,runner-up: sh4 -(0.0) / steam 0x1406faf70(14.0),27,52
0x140779940,0x8c073b62,high,c:1001(8.2) c:40092492(4.5) c:3fd55555(4.3) r:214(3.7) d:180(1.6) r:154(1.5) d:174(1.1) d:170(1.0),fingerprint+callgraph,caseD_0,loc_8c073b62,bank07,,30.24,runner-up: sh4 0x8c04f048(20.6) / steam 0x1407e9bd0(22.1),136,218
0x140779c40,0x8c074430,high,c:1002(8.6) c:42092492(5.7) c:40092492(4.5) c:3fd55555(4.3) r:199(2.7) r:148(2.6) d:180(1.6) r:154(1.5),fingerprint+callgraph,caseD_0,loc_8c074430,bank07,,37.96,runner-up: sh4 0x8c068f50(25.1) / steam 0x1406f4d00(26.7),178,297
0x14077a2a0,0x8c074944,low,c:1003(8.6) r:167(3.1) r:148(2.6) r:154(1.5) r:161(1.4) d:174(1.1) d:34(0.8) d:78(0.7),fingerprint+callgraph,caseD_13,loc_8c074944,bank07,,20.51,runner-up: sh4 0x8c074758(14.2) / steam 0x14065c0a0(14.0),49,87
0x14077cbf0,0x8c075fe8,low,r:330(5.4) r:148(2.6) r:154(1.5) d:7c(0.8) d:78(0.7) d:54(0.7) d:50(0.6),fingerprint+callgraph,caseD_0,loc_8c075fe8,bank07,,12.33,runner-up: sh4 0x8c078c28(9.7) / steam -(0.0),35,59
0x14077ccf0,0x8c0760bc,medium,c:bf200000(7.3) c:3f200000(7.2) r:330(4.8) c:bf4db6db(4.6) c:40092492(4.5) r:154(1.5) d:174(1.1) d:88(0.9),fingerprint+callgraph,caseD_2,loc_8c0760bc,bank07,,34.18,runner-up: sh4 0x8c077fde(9.0) / steam 0x1406fd960(26.4),28,107
0x14077ce00,0x8c075d8a,high,c:3ecdb6db(9.5) c:c1892492(7.5) c:43f00000(7.1) b:6914(7.0) c:c1200000(6.2) c:41200000(5.4) d:180(1.6) d:174(1.1),fingerprint,caseD_8,loc_8c075d8a,bank07,,50.62,runner-up: sh4 0x8c0757ba(33.7) / steam 0x140749df0(29.7),105,172
0x14077d060,0x8c075f0e,low,r:447(5.0) r:63(3.9) r:199(2.7),fingerprint+callgraph,caseD_9,loc_8c075f0e,bank07,,11.59,runner-up: sh4 0x8c06581e(8.9) / steam 0x1407cc160(8.5),49,72
0x14077f240,0x8c0779b6,high,c:436ddb6d(9.2) c:4340db6d(9.0) c:c2baaaaa(8.3) c:42baaaaa(7.7) c:c1d55555(6.1) c:41d55555(6.0) d:185(1.1) d:174(1.1),fingerprint,caseD_7,loc_8c0779b6,bank07,,54.24,runner-up: sh4 0x8c069ba6(21.4) / steam 0x140677110(28.9),100,238
0x14077f410,0x8c077bf0,medium,c:200(4.9) r:330(4.8) r:185(4.7) c:100(3.9) r:81(2.6) r:148(2.6) r:154(1.5) r:161(1.4),fingerprint+callgraph,caseD_8,loc_8c077bf0,bank07,,30.41,runner-up: sh4 0x8c077fde(16.9) / steam 0x1406c6290(22.4),94,176
0x14077f7c0,0x8c077fde,low,b:6914(7.2) r:330(4.8) r:81(2.6) r:148(2.6) r:154(1.5) r:161(1.4) d:174(1.1) d:170(1.0),fingerprint+callgraph,caseD_4,loc_8c077fde,bank07,,25.13,runner-up: sh4 0x8c077bf0(16.9) / steam 0x14077d530(19.3),78,135
0x14077f9a0,0x8c077890,low,c:1102(9.9) r:6(2.2) d:18(0.6),fingerprint,FUN_14077f9a0,loc_8c077890,bank07,,12.71,runner-up: sh4 -(0.0) / steam -(0.0),25,36
0x14077fc00,0x8c078300,low,c:179(8.8) r:167(3.1) r:148(2.6) r:161(1.4) d:7c(0.8) d:78(0.7) d:54(0.7) d:50(0.6),fingerprint+callgraph,caseD_4,loc_8c078300,bank07,,18.73,runner-up: sh4 0x8c061ab8(15.3) / steam 0x1407ad5e0(12.5),53,88
0x14077ff70,0x8c07850c,low,c:4362aaaa(9.5) c:c362aaaa(9.0) r:330(4.8) r:154(1.5) d:174(1.1) d:185(1.1) d:170(1.0) d:38(0.8),fingerprint+callgraph,caseD_6,loc_8c07850c,bank07,,29.99,runner-up: sh4 0x8c0786ec(25.2) / steam 0x1406cbd90(10.7),51,82
0x140780090,0x8c0783b0,low,c:1103(9.9) r:6(2.2) d:20(0.7) d:18(0.6),fingerprint,FUN_140780090,loc_8c0783b0,bank07,,13.42,runner-up: sh4 -(0.0) / steam -(0.0),37,55
0x140780ec0,0x8c0790ee,low,c:178(7.4) b:3cd4(6.8) c:40092492(4.5) c:3fd55555(4.3) d:170(1.0),fingerprint,caseD_18,loc_8c0790ee,bank07,,23.89,runner-up: sh4 0x8c05c83e(17.1) / steam 0x14076ac40(20.5),110,153
0x1407810a0,0x8c07924c,medium,c:bd092492(8.6) c:41cdb6db(6.9) d:185(1.1) d:88(0.9) d:7c(0.8) d:84(0.8) d:78(0.7),fingerprint,caseD_19,loc_8c07924c,bank07,,19.84,runner-up: sh4 0x8c06e49a(10.1) / steam 0x1406a4790(12.9),15,32
0x1407823a0,0x8c0cbe3e,medium,sw:253#1#0(9.9) k:253#1(9.9) ko:253(4.5) d:18(0.6),fingerprint+callgraph,FUN_1407823a0,loc_8c0cbe3e,bank0c,,24.82,runner-up: sh4 0x8c075718(12.4) / steam 0x1407491d0(5.1),27,39
0x140784780,0x8c07a0e4,medium,c:bdcccccd(8.3) c:3d23d70a(6.5) c:3c23d70a(6.2) r:161(1.4) d:6c(1.0) d:70(0.9) d:88(0.9) d:7c(0.8),fingerprint+callgraph,caseD_11,loc_8c07a0e4,bank07,,27.22,runner-up: sh4 0x8c07b6ba(13.5) / steam 0x1401eb6c0(21.8),46,77
0x1407849d0,0x8c07a2b6,high,c:b99d4952(9.9) c:3ca3d70a(7.3) c:3e4ccccd(7.0) c:3c23d70a(6.1) c:3dcccccd(6.1) d:14c(1.7) d:6c(1.0) d:70(0.9),fingerprint,caseD_14,loc_8c07a2b6,bank07,,43.1,runner-up: sh4 0x8c07a17e(18.1) / steam 0x14048f2e0(27.2),44,80
0x140784b20,0x8c079d38,high,c:3fb851ec(9.9) c:258(6.8) c:f000(6.7) c:3c23d70a(6.1) c:4000(5.4) c:40092492(4.5) c:3fd55555(4.3) d:578(1.7),fingerprint,caseD_b,loc_8c079d38,bank07,,51.63,runner-up: sh4 0x8c05ab54(18.2) / steam 0x1404558d0(23.6),77,148
0x140785010,0x8c07966c,high,sw:111#0#0(9.9) k:111#0(9.9) kl:111#-2(7.9) ko:111(4.6) r:6(2.2) d:174(1.1) d:58(1.0) d:34(0.8),fingerprint+callgraph,FUN_140785010,loc_8c07966c,bank07,,39.26,runner-up: sh4 0x8c034e8c(4.6) / steam 0x140614420(5.2),35,52
0x1407855d0,0x8c079ada,high,c:bca3d70a(9.5) c:c27d5555(9.2) c:bcd55555(8.8) c:427d5555(8.8) c:3cd55555(8.6) c:3ec28f5c(8.5) c:bfd55555(6.5) c:3c23d70a(6.1),fingerprint,caseD_b,loc_8c079ada,bank07,,78.1,runner-up: sh4 0x8c075b7e(16.4) / steam 0x1406e2160(32.5),51,112
0x140788a90,0x8c07d544,high,c:40009249(9.9) c:424db6db(6.8) c:40cdb6db(6.7) c:c1555555(5.6) c:41555555(5.6) d:174(1.1) d:88(0.9) d:7c(0.8),fingerprint,caseD_5d,loc_8c07d544,bank07,,39.53,runner-up: sh4 0x8c0661e0(11.4) / steam 0x1407b1c90(25.2),32,58
0x140788f40,0x8c07d630,high,c:c1c80000(8.0) c:41c80000(7.5) c:c1a00000(6.8) c:417d5555(6.8) c:c17d5555(6.8) c:bea00000(6.6) c:3ea00000(6.6) c:41a00000(5.9),fingerprint,caseD_5f,loc_8c07d630,bank07,,59.47,runner-up: sh4 0x8c07d70c(45.2) / steam 0x14068e160(32.3),117,86
0x140788f40,0x8c07d70c,low,inlined into caseD_5f (covers 79% of strong tokens): c:3ea00000 c:417d5555 c:41a00000 c:bea00000 c:c17d5555 c:c1a00000,inlined,caseD_5f,loc_8c07d70c,bank07,,0,,117,128
0x14078a400,0x8c07d22a,high,b:3cd4(6.9) c:40a00000(5.9) c:bf4db6db(4.6) r:154(1.5) r:161(1.4) d:88(0.9) d:7c(0.8) d:84(0.8),fingerprint+callgraph,caseD_5a,loc_8c07d22a,bank07,,24.17,runner-up: sh4 0x8c077428(17.9) / steam 0x1407eaad0(18.3),54,73
0x14078ab50,0x8c07a76e,high,c:c3baaaaa(9.9) c:43baaaaa(9.2) c:c33aaaaa(7.9) c:433aaaaa(7.6) c:42a00000(6.2) d:174(1.1) d:170(1.0) d:58(1.0),fingerprint,caseD_6,loc_8c07a76e,bank07,,47.55,runner-up: sh4 0x8c078968(19.5) / steam 0x1406b9a40(26.9),65,138
0x14078aec0,0x8c07aa04,high,c:43500000(9.5) c:3f333333(7.1) c:40092492(4.5) c:3fd55555(4.3) d:14c(1.7) d:174(1.1) d:170(1.0) d:6c(1.0),fingerprint,caseD_9,loc_8c07aa04,bank07,,33.31,runner-up: sh4 0x8c022fd8(14.8) / steam 0x140799810(15.1),52,103
0x14078b6c0,0x8c07ae48,medium,c:c3d8aaab(9.9) c:43d8aaab(9.9) d:174(1.1) d:170(1.0) d:58(1.0) d:84(0.8) d:38(0.8) d:54(0.7),fingerprint,caseD_13,loc_8c07ae48,bank07,,25.66,runner-up: sh4 -(0.0) / steam -(0.0),44,78
0x14078b7d0,0x8c07af18,high,c:3fb33333(8.5) c:43c80000(7.7) c:43700000(6.9) d:174(1.1) d:170(1.0) d:6c(1.0) d:58(1.0) d:70(0.9),fingerprint,caseD_14,loc_8c07af18,bank07,,31.18,runner-up: sh4 0x8c022b94(18.2) / steam 0x1401eb6c0(23.9),71,73
0x1407bb300,0x8c05b566,medium,sw:84#1#0(9.9) k:84#1(9.9) kl:84#-4(7.9) ko:84(4.7),fingerprint+callgraph,FUN_1407bb300,loc_8c05b566,bank05,,16.19,runner-up: sh4 0x8c05ba72(4.7) / steam 0x1406415f0(11.3),12,68
0x1407bb390,0x8c05c41a,medium,c:475553aa(9.5) b:2eee8(9.2) d:18e(2.4) d:11(2.0) d:10(0.6),fingerprint,FUN_1407bb390,loc_8c05c41a,bank05,,23.72,runner-up: sh4 0x8c0529ec(11.6) / steam 0x1407bb850(14.6),81,122
